Task_ID,Title,Description,Assignee,Created_Date,Due_Date,Completed_Date,Status,Priority,Estimated_Hours,Actual_Hours,Project,Labels/Tags,Task_Complexity,Predicted_Priority,Delay_Risk_Score,Completion_Probability,AI_Recommendation
1717,Documentation,Model Training task for Productivity Suite project.,Diana,23/01/2024,04/02/2024,,Completed,High,19,24,Data Analytics,AI,Medium,Low,0.22,0.78,Increase resources for faster completion
1718,Model Training,Data Analysis task for Data Analytics project.,Ethan,25/08/2024,29/08/2024,,On Hold,High,20,18,Smart Workflow,backend,High,Critical,0.53,0.47,Maintain current workflow efficiency
1719,Documentation,User Feedback Integration task for Automation Bot project.,Hannah,05/03/2024,16/03/2024,16/03/2024,Completed,Critical,12,13,AI Task Manager,NLP,Medium,Low,0.58,0.42,Review task dependencies
1720,Data Analysis,User Feedback Integration task for AI Task Manager project.,Hannah,18/03/2024,09/04/2024,09/04/2024,Completed,Medium,2,4,AI Task Manager,testing,High,High,0.7,0.3,Increase resources for faster completion
1721,Bug Fix,User Feedback Integration task for Automation Bot project.,Charlie,16/10/2024,27/10/2024,27/10/2024,Completed,Medium,9,10,Automation Bot,database,High,Low,0.94,0.06,Review task dependencies
1722,Testing,Model Training task for Automation Bot project.,Alice,02/01/2024,16/01/2024,16/01/2024,Completed,High,20,24,Automation Bot,NLP,Low,Low,0.98,0.02,Reassign to experienced member
1723,Data Analysis,Data Analysis task for Data Analytics project.,Fiona,14/03/2024,30/03/2024,30/03/2024,Completed,Medium,13,14,Smart Workflow,testing,High,Critical,0.32,0.68,Maintain current workflow efficiency
1724,UI Design,Model Training task for AI Task Manager project.,George,27/06/2024,01/07/2024,,In Progress,Critical,12,10,AI Task Manager,frontend,High,Low,0.93,0.07,Automate repetitive sub-tasks
1725,User Feedback Integration,Bug Fix task for AI Task Manager project.,Ethan,12/08/2024,28/08/2024,28/08/2024,Completed,Critical,5,4,Automation Bot,ML,Low,Low,0.12,0.88,Maintain current workflow efficiency
1726,Backend API,Backend API task for AI Task Manager project.,Fiona,09/03/2024,13/03/2024,13/03/2024,Completed,Low,16,16,Productivity Suite,integration,High,Medium,0.82,0.18,Automate repetitive sub-tasks
1727,Data Analysis,UI Design task for Smart Workflow project.,Bob,05/03/2024,18/03/2024,18/03/2024,Completed,Medium,18,16,Productivity Suite,NLP,High,High,0.44,0.56,Increase resources for faster completion
1728,Testing,Documentation task for Smart Workflow project.,Ethan,05/04/2024,23/04/2024,23/04/2024,Completed,Low,20,20,Smart Workflow,AI,Low,Critical,0.38,0.62,Maintain current workflow efficiency
1729,Backend API,Data Analysis task for AI Task Manager project.,Fiona,05/08/2024,25/08/2024,25/08/2024,Completed,Critical,18,18,Data Analytics,backend,Low,Critical,0.46,0.54,Maintain current workflow efficiency
1730,Testing,Model Training task for AI Task Manager project.,Fiona,19/10/2024,22/10/2024,22/10/2024,Completed,Medium,15,15,Smart Workflow,frontend,Medium,Medium,0.47,0.53,Increase resources for faster completion
1731,Bug Fix,UI Design task for Data Analytics project.,Fiona,07/04/2024,11/04/2024,11/04/2024,Completed,Critical,2,6,Smart Workflow,integration,High,Low,0.95,0.05,Maintain current workflow efficiency
1732,Model Training,Model Training task for Smart Workflow project.,Alice,19/07/2024,08/08/2024,08/08/2024,Completed,Low,17,15,Data Analytics,ML,Low,High,0.83,0.17,Review task dependencies
1733,Testing,Testing task for Smart Workflow project.,George,24/10/2024,01/11/2024,,Completed,Critical,3,4,Automation Bot,NLP,High,Medium,0.69,0.31,Maintain current workflow efficiency
1734,UI Design,Data Analysis task for Productivity Suite project.,Charlie,09/06/2024,01/07/2024,01/07/2024,Completed,High,14,12,Productivity Suite,NLP,High,Low,0.22,0.78,Maintain current workflow efficiency
1735,Backend API,Data Analysis task for Smart Workflow project.,Hannah,22/07/2024,13/08/2024,13/08/2024,Completed,High,12,14,AI Task Manager,database,Medium,Low,0.95,0.05,Increase resources for faster completion
1736,Documentation,UI Design task for Automation Bot project.,Charlie,07/02/2024,18/02/2024,,Completed,Critical,6,4,Data Analytics,backend,Medium,Medium,0.1,0.9,Maintain current workflow efficiency
1737,Bug Fix,Data Analysis task for AI Task Manager project.,Diana,12/09/2024,28/09/2024,28/09/2024,Completed,Low,14,19,Smart Workflow,testing,Medium,Low,0.93,0.07,Automate repetitive sub-tasks
1738,Backend API,UI Design task for Smart Workflow project.,Ethan,09/08/2024,21/08/2024,,Completed,Critical,7,5,Automation Bot,database,Medium,Critical,0.74,0.26,Automate repetitive sub-tasks
1739,Data Analysis,Documentation task for Data Analytics project.,Bob,20/07/2024,28/07/2024,,To Do,Critical,2,5,AI Task Manager,NLP,High,High,0.04,0.96,Maintain current workflow efficiency
1740,UI Design,Documentation task for Data Analytics project.,George,19/03/2024,13/04/2024,13/04/2024,Completed,Critical,17,18,Automation Bot,AI,High,High,0.91,0.09,Automate repetitive sub-tasks
1741,Data Analysis,User Feedback Integration task for Smart Workflow project.,Diana,08/04/2024,29/04/2024,29/04/2024,Completed,Critical,2,5,Data Analytics,integration,High,Low,0.51,0.49,Maintain current workflow efficiency
1742,Documentation,User Feedback Integration task for AI Task Manager project.,Hannah,07/08/2024,15/08/2024,15/08/2024,Completed,Critical,6,9,AI Task Manager,testing,High,Low,0.77,0.23,Reassign to experienced member
1743,Data Analysis,Documentation task for Data Analytics project.,Alice,08/01/2024,17/01/2024,,Completed,Critical,14,17,Data Analytics,backend,High,Critical,0.32,0.68,Maintain current workflow efficiency
1744,Bug Fix,User Feedback Integration task for AI Task Manager project.,Fiona,05/06/2024,17/06/2024,17/06/2024,Completed,Critical,10,13,Smart Workflow,NLP,Low,Low,0.12,0.88,Increase resources for faster completion
1745,Documentation,Backend API task for Smart Workflow project.,Fiona,20/07/2024,09/08/2024,09/08/2024,Completed,Medium,10,15,Smart Workflow,NLP,Medium,Medium,0.57,0.43,Maintain current workflow efficiency
1746,Bug Fix,User Feedback Integration task for AI Task Manager project.,Hannah,16/12/2024,19/12/2024,19/12/2024,Completed,Critical,20,22,Data Analytics,ML,Low,High,0.92,0.08,Automate repetitive sub-tasks
1747,Data Analysis,Data Analysis task for Data Analytics project.,Alice,16/08/2024,03/09/2024,03/09/2024,Completed,Critical,19,17,Automation Bot,NLP,Medium,Critical,0.73,0.27,Maintain current workflow efficiency
1748,Data Analysis,User Feedback Integration task for Productivity Suite project.,George,20/06/2024,08/07/2024,08/07/2024,Completed,High,3,6,Smart Workflow,AI,Low,High,0.09,0.91,Increase resources for faster completion
1749,UI Design,Documentation task for Automation Bot project.,Charlie,20/05/2024,28/05/2024,28/05/2024,Completed,Medium,13,16,AI Task Manager,integration,Medium,High,0.33,0.67,Reassign to experienced member
1750,Backend API,Backend API task for Smart Workflow project.,Fiona,28/10/2024,18/11/2024,,In Progress,Medium,15,13,AI Task Manager,AI,High,Critical,0.44,0.56,Reassign to experienced member
1751,Bug Fix,Data Analysis task for Smart Workflow project.,Charlie,09/09/2024,12/09/2024,12/09/2024,Completed,Low,16,18,Smart Workflow,NLP,Medium,Low,0.46,0.54,Reassign to experienced member
1752,Documentation,Documentation task for Smart Workflow project.,Hannah,15/06/2024,25/06/2024,25/06/2024,Completed,Low,4,5,Smart Workflow,testing,High,Medium,0.45,0.55,Increase resources for faster completion
1753,Data Analysis,Data Analysis task for Smart Workflow project.,Charlie,13/05/2024,01/06/2024,,On Hold,Low,9,14,Smart Workflow,AI,High,Low,0.51,0.49,Review task dependencies
1754,Model Training,Data Analysis task for Data Analytics project.,George,09/08/2024,28/08/2024,28/08/2024,Completed,High,8,8,Productivity Suite,AI,Low,Low,0.2,0.8,Reassign to experienced member
1755,Model Training,Bug Fix task for Automation Bot project.,Bob,02/04/2024,19/04/2024,,Completed,Low,20,21,Productivity Suite,integration,Medium,Critical,0.35,0.65,Maintain current workflow efficiency
1756,UI Design,Testing task for Data Analytics project.,Fiona,24/01/2024,28/01/2024,28/01/2024,Completed,Critical,9,13,Smart Workflow,testing,High,High,0.12,0.88,Maintain current workflow efficiency
1757,Testing,Testing task for Productivity Suite project.,George,03/09/2024,21/09/2024,,In Progress,Critical,4,3,Automation Bot,ML,High,Medium,0.2,0.8,Review task dependencies
1758,Bug Fix,Testing task for Productivity Suite project.,Charlie,28/02/2024,24/03/2024,24/03/2024,Completed,Low,3,2,Smart Workflow,integration,Low,High,0.99,0.01,Increase resources for faster completion
1759,Bug Fix,Model Training task for AI Task Manager project.,George,12/10/2024,23/10/2024,23/10/2024,Completed,Critical,18,23,Data Analytics,backend,Low,High,0.21,0.79,Reassign to experienced member
1760,Backend API,UI Design task for Smart Workflow project.,George,05/08/2024,16/08/2024,16/08/2024,Completed,Medium,15,19,Smart Workflow,ML,Medium,Critical,0.94,0.06,Increase resources for faster completion
1761,Bug Fix,Bug Fix task for Automation Bot project.,Diana,07/12/2024,21/12/2024,21/12/2024,Completed,High,6,9,Data Analytics,AI,Low,Critical,0.47,0.53,Maintain current workflow efficiency
1762,Documentation,Model Training task for Automation Bot project.,Ethan,10/01/2024,18/01/2024,18/01/2024,Completed,Medium,14,12,Data Analytics,database,Low,Medium,0.09,0.91,Increase resources for faster completion
1763,Documentation,Bug Fix task for Productivity Suite project.,Alice,05/05/2024,22/05/2024,22/05/2024,Completed,Low,19,20,Smart Workflow,database,Medium,Medium,0.65,0.35,Automate repetitive sub-tasks
1764,Bug Fix,Backend API task for AI Task Manager project.,Fiona,27/12/2024,01/01/2025,01/01/2025,Completed,Low,10,12,AI Task Manager,frontend,High,Low,0.32,0.68,Increase resources for faster completion
1765,User Feedback Integration,User Feedback Integration task for Smart Workflow project.,Ethan,14/09/2024,02/10/2024,02/10/2024,Completed,High,3,8,Smart Workflow,testing,High,High,0.93,0.07,Increase resources for faster completion
1766,Testing,UI Design task for AI Task Manager project.,Hannah,05/11/2024,25/11/2024,25/11/2024,Completed,Medium,11,12,AI Task Manager,ML,Low,Medium,0.69,0.31,Reassign to experienced member
1767,Testing,Bug Fix task for Automation Bot project.,George,11/08/2024,03/09/2024,03/09/2024,Completed,High,18,21,Automation Bot,AI,Medium,Critical,0.24,0.76,Maintain current workflow efficiency
1768,Backend API,Backend API task for Automation Bot project.,Diana,12/09/2024,21/09/2024,21/09/2024,Completed,High,10,12,AI Task Manager,NLP,Medium,Medium,0.48,0.52,Increase resources for faster completion
1769,Testing,Testing task for Data Analytics project.,Charlie,21/10/2024,15/11/2024,15/11/2024,Completed,Low,10,11,AI Task Manager,frontend,High,Medium,0.94,0.06,Reassign to experienced member
1770,Model Training,Documentation task for AI Task Manager project.,Ethan,18/04/2024,29/04/2024,,On Hold,High,13,17,AI Task Manager,ML,Medium,Low,0.22,0.78,Reassign to experienced member
1771,Documentation,Data Analysis task for Smart Workflow project.,Hannah,22/08/2024,14/09/2024,14/09/2024,Completed,Medium,5,10,Data Analytics,integration,High,Low,0.96,0.04,Maintain current workflow efficiency
1772,Documentation,User Feedback Integration task for Smart Workflow project.,Bob,22/11/2024,16/12/2024,16/12/2024,Completed,Critical,17,22,AI Task Manager,database,Medium,Low,0.03,0.97,Increase resources for faster completion
1773,User Feedback Integration,Testing task for Automation Bot project.,Hannah,23/04/2024,08/05/2024,08/05/2024,Completed,High,19,19,Smart Workflow,NLP,Low,High,0.83,0.17,Increase resources for faster completion
1774,Model Training,Bug Fix task for Data Analytics project.,Alice,04/10/2024,13/10/2024,13/10/2024,Completed,Low,2,1,Automation Bot,backend,Low,Low,0.98,0.02,Review task dependencies
1775,Backend API,User Feedback Integration task for AI Task Manager project.,Charlie,05/03/2024,22/03/2024,,Completed,Critical,10,9,Data Analytics,backend,Low,High,0.66,0.34,Increase resources for faster completion
1776,Backend API,Model Training task for Productivity Suite project.,Bob,18/10/2024,07/11/2024,,To Do,Critical,6,11,Data Analytics,AI,Low,Critical,0.67,0.33,Maintain current workflow efficiency
1777,Testing,Testing task for Data Analytics project.,Alice,22/04/2024,15/05/2024,15/05/2024,Completed,Critical,19,17,Smart Workflow,AI,Low,High,0.53,0.47,Increase resources for faster completion
1778,UI Design,Testing task for Automation Bot project.,Fiona,11/05/2024,21/05/2024,21/05/2024,Completed,High,17,22,Smart Workflow,ML,Medium,High,0.72,0.28,Reassign to experienced member
1779,Documentation,Backend API task for Data Analytics project.,Diana,14/03/2024,25/03/2024,,Completed,Medium,13,12,Smart Workflow,NLP,Low,Medium,0.63,0.37,Maintain current workflow efficiency
1780,Bug Fix,Data Analysis task for Productivity Suite project.,George,24/03/2024,11/04/2024,,Completed,High,2,4,AI Task Manager,database,Low,Critical,0.39,0.61,Maintain current workflow efficiency
1781,Data Analysis,User Feedback Integration task for Productivity Suite project.,Charlie,17/05/2024,31/05/2024,31/05/2024,Completed,Low,16,18,Smart Workflow,integration,Medium,Medium,0.23,0.77,Automate repetitive sub-tasks
1782,Backend API,Data Analysis task for Productivity Suite project.,Fiona,07/11/2024,28/11/2024,,To Do,High,11,14,Smart Workflow,NLP,High,Critical,0.33,0.67,Maintain current workflow efficiency
1783,Documentation,User Feedback Integration task for AI Task Manager project.,Bob,07/02/2024,15/02/2024,,On Hold,Medium,15,18,Productivity Suite,AI,Medium,Medium,0.73,0.27,Maintain current workflow efficiency
1784,Documentation,Data Analysis task for Data Analytics project.,George,02/07/2024,13/07/2024,13/07/2024,Completed,High,15,19,Productivity Suite,integration,Medium,Low,0.38,0.62,Maintain current workflow efficiency
1785,Documentation,Backend API task for AI Task Manager project.,Bob,08/08/2024,29/08/2024,29/08/2024,Completed,Critical,20,24,AI Task Manager,NLP,High,Low,0.4,0.6,Review task dependencies
1786,Testing,Data Analysis task for AI Task Manager project.,Diana,07/01/2024,13/01/2024,13/01/2024,Completed,High,4,4,AI Task Manager,testing,High,Medium,0.16,0.84,Maintain current workflow efficiency
1787,Model Training,User Feedback Integration task for Data Analytics project.,Bob,26/02/2024,21/03/2024,21/03/2024,Completed,High,6,8,Automation Bot,NLP,High,Low,0.63,0.37,Automate repetitive sub-tasks
1788,Backend API,Data Analysis task for Automation Bot project.,George,04/11/2024,20/11/2024,20/11/2024,Completed,Critical,15,20,Data Analytics,testing,Medium,Low,0.62,0.38,Increase resources for faster completion
1789,User Feedback Integration,UI Design task for Smart Workflow project.,George,26/01/2024,30/01/2024,,In Progress,Critical,15,20,Productivity Suite,database,High,Medium,0.52,0.48,Automate repetitive sub-tasks
1790,Backend API,Bug Fix task for Data Analytics project.,Alice,27/03/2024,13/04/2024,,In Progress,Low,4,4,Productivity Suite,testing,Low,Medium,0.77,0.23,Review task dependencies
1791,Model Training,Bug Fix task for Productivity Suite project.,Bob,23/02/2024,14/03/2024,14/03/2024,Completed,Critical,4,4,Data Analytics,frontend,High,Low,0.41,0.59,Automate repetitive sub-tasks
1792,UI Design,Bug Fix task for Data Analytics project.,Alice,02/10/2024,27/10/2024,27/10/2024,Completed,Critical,5,7,Smart Workflow,AI,Medium,Critical,0.99,0.01,Maintain current workflow efficiency
1793,Bug Fix,Testing task for Smart Workflow project.,Alice,27/06/2024,16/07/2024,,To Do,Critical,17,18,Data Analytics,NLP,Medium,Low,0.18,0.82,Reassign to experienced member
1794,Documentation,Documentation task for Data Analytics project.,Bob,18/08/2024,05/09/2024,,To Do,Critical,10,15,Smart Workflow,AI,Medium,Medium,0.05,0.95,Increase resources for faster completion
1795,Model Training,Testing task for Smart Workflow project.,Hannah,10/05/2024,18/05/2024,18/05/2024,Completed,Medium,7,6,Data Analytics,frontend,High,Medium,0.89,0.11,Increase resources for faster completion
1796,Backend API,User Feedback Integration task for AI Task Manager project.,Fiona,08/11/2024,14/11/2024,14/11/2024,Completed,Medium,19,23,Productivity Suite,frontend,Low,Medium,0.91,0.09,Review task dependencies
1797,Data Analysis,Backend API task for AI Task Manager project.,Ethan,19/09/2024,03/10/2024,,Completed,High,9,10,Data Analytics,testing,High,High,0.2,0.8,Reassign to experienced member
1798,Bug Fix,Data Analysis task for Smart Workflow project.,George,06/06/2024,12/06/2024,12/06/2024,Completed,Critical,10,12,Automation Bot,testing,High,Critical,0.15,0.85,Increase resources for faster completion
